#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA12	TGM1	9606.ENSP00000272895	9606.ENSP00000206765	0	0	0	0	0.079	0	0	0.951	0.952
MELK	UBE2C	9606.ENSP00000298048	9606.ENSP00000348838	0	0	0	0	0.816	0.079	0	0.719	0.948
MELK	TOP2A	9606.ENSP00000298048	9606.ENSP00000411532	0	0	0	0	0.835	0	0	0.740	0.955
MELK	TPX2	9606.ENSP00000298048	9606.ENSP00000300403	0	0	0	0	0.840	0.070	0	0.739	0.958
MET	MMP9	9606.ENSP00000317272	9606.ENSP00000361405	0	0	0	0	0.049	0	0	0.744	0.746
MET	PTEN	9606.ENSP00000317272	9606.ENSP00000361021	0	0	0	0	0.068	0.277	0	0.665	0.755
MET	SH3GL3	9606.ENSP00000317272	9606.ENSP00000320092	0	0	0	0	0.043	0.070	0.500	0.568	0.782
MET	S100A8	9606.ENSP00000317272	9606.ENSP00000357721	0	0	0	0	0	0.131	0	0.920	0.927
MFAP4	MFAP5	9606.ENSP00000378957	9606.ENSP00000352455	0	0	0	0	0.151	0	0.500	0.378	0.713
MGMT	MLH1	9606.ENSP00000302111	9606.ENSP00000231790	0.086	0	0	0	0	0.088	0	0.852	0.866
MGMT	XRCC1	9606.ENSP00000302111	9606.ENSP00000262887	0	0	0	0	0.049	0	0	0.729	0.731
MGMT	PTEN	9606.ENSP00000302111	9606.ENSP00000361021	0.044	0	0	0	0	0	0	0.710	0.711
MGMT	RASSF1	9606.ENSP00000302111	9606.ENSP00000349547	0	0	0	0	0	0	0	0.868	0.868
MIF	SOD1	9606.ENSP00000215754	9606.ENSP00000270142	0	0	0	0	0.204	0.351	0	0.543	0.744
MLH1	TGFBR2	9606.ENSP00000231790	9606.ENSP00000351905	0	0	0	0	0	0	0	0.702	0.702
MLH1	RASSF1	9606.ENSP00000231790	9606.ENSP00000349547	0	0	0	0	0.049	0	0	0.719	0.721
MLH1	XRCC1	9606.ENSP00000231790	9606.ENSP00000262887	0	0	0	0	0.175	0	0.360	0.604	0.773
MLH1	PTEN	9606.ENSP00000231790	9606.ENSP00000361021	0	0	0	0	0.086	0.098	0	0.810	0.830
MME	PAX8	9606.ENSP00000418525	9606.ENSP00000263334	0	0	0	0	0	0	0	0.719	0.719
MME	TAC1	9606.ENSP00000418525	9606.ENSP00000321106	0	0	0	0	0.059	0	0	0.716	0.721
MMP1	MMP11	9606.ENSP00000322788	9606.ENSP00000215743	0	0	0.113	0.803	0.149	0	0.500	0.468	0.772
MMP1	MMP7	9606.ENSP00000322788	9606.ENSP00000260227	0	0	0.079	0.916	0.149	0	0.500	0.727	0.878
MMP1	MMP3	9606.ENSP00000322788	9606.ENSP00000299855	0	0	0.064	0.951	0.657	0	0.900	0.597	0.985
MMP1	PTGS2	9606.ENSP00000322788	9606.ENSP00000356438	0	0	0	0	0.143	0	0	0.728	0.757
MMP1	MMP9	9606.ENSP00000322788	9606.ENSP00000361405	0	0	0	0.743	0.154	0	0.900	0.725	0.974
MMP11	MMP7	9606.ENSP00000215743	9606.ENSP00000260227	0	0	0.112	0.806	0.064	0	0.500	0.471	0.750
MMP12	MMP7	9606.ENSP00000458585	9606.ENSP00000260227	0	0	0.080	0.918	0.199	0	0.400	0.476	0.737
MMP12	MMP3	9606.ENSP00000458585	9606.ENSP00000299855	0	0	0.068	0.945	0.330	0	0.400	0.446	0.764
MMP3	MMP7	9606.ENSP00000299855	9606.ENSP00000260227	0	0	0.077	0.925	0.132	0	0.400	0.609	0.787
MMP3	MMP9	9606.ENSP00000299855	9606.ENSP00000361405	0	0	0.075	0.784	0.145	0	0.900	0.514	0.956
MMP3	SPP1	9606.ENSP00000299855	9606.ENSP00000378517	0	0	0	0	0.070	0	0.750	0.992	0.997
MMP7	MMP9	9606.ENSP00000260227	9606.ENSP00000361405	0	0	0	0.803	0.150	0	0.400	0.789	0.883
MMP7	SPP1	9606.ENSP00000260227	9606.ENSP00000378517	0	0	0	0	0.149	0	0.750	0.745	0.941
MMP9	VWF	9606.ENSP00000361405	9606.ENSP00000261405	0	0	0	0	0.095	0	0	0.793	0.805
MMP9	SCUBE3	9606.ENSP00000361405	9606.ENSP00000274938	0	0	0	0	0.060	0.298	0.750	0.173	0.845
MMP9	THBS2	9606.ENSP00000361405	9606.ENSP00000355751	0	0	0	0	0.093	0.298	0	0.954	0.968
MMP9	PTGS2	9606.ENSP00000361405	9606.ENSP00000356438	0	0	0	0	0.176	0	0	0.785	0.815
MMP9	S100A12	9606.ENSP00000361405	9606.ENSP00000357726	0	0	0	0	0.239	0	0	0.631	0.707
MMP9	PTEN	9606.ENSP00000361405	9606.ENSP00000361021	0	0	0	0	0.044	0	0	0.765	0.766
MMP9	MYC	9606.ENSP00000361405	9606.ENSP00000478887	0	0	0	0	0.046	0	0	0.702	0.704
MMP9	PECAM1	9606.ENSP00000361405	9606.ENSP00000457421	0	0	0	0	0.128	0.092	0	0.701	0.743
MMP9	RECK	9606.ENSP00000361405	9606.ENSP00000367202	0	0	0	0	0	0	0	0.758	0.758
MMP9	SPP1	9606.ENSP00000361405	9606.ENSP00000378517	0	0	0	0	0.138	0	0	0.941	0.947
MMRN1	VWF	9606.ENSP00000378431	9606.ENSP00000261405	0	0	0	0	0.235	0.045	0	0.648	0.720
MMRN2	USHBP1	9606.ENSP00000361097	9606.ENSP00000252597	0	0	0	0	0.645	0	0	0.335	0.754
MMRN2	ROBO4	9606.ENSP00000361097	9606.ENSP00000304945	0	0	0	0	0.635	0.053	0	0.298	0.736
MTHFR	TYMS	9606.ENSP00000365770	9606.ENSP00000315644	0.061	0	0	0	0	0	0.900	0.916	0.991
MUC16	MUC20	9606.ENSP00000381008	9606.ENSP00000414350	0	0	0	0	0.072	0.091	0.500	0.719	0.865
MUC16	MUC5B	9606.ENSP00000381008	9606.ENSP00000436812	0	0	0	0	0.136	0.045	0.500	0.717	0.867
MUC20	MUC5B	9606.ENSP00000414350	9606.ENSP00000436812	0	0	0	0	0.042	0.091	0.500	0.833	0.917
MYC	SOX2	9606.ENSP00000478887	9606.ENSP00000323588	0	0	0	0	0.045	0	0.400	0.932	0.958
MYC	PTGS2	9606.ENSP00000478887	9606.ENSP00000356438	0	0	0	0	0.091	0	0	0.699	0.715
MYC	PTEN	9606.ENSP00000478887	9606.ENSP00000361021	0	0	0	0	0.044	0.317	0	0.870	0.908
MYC	RUNX3	9606.ENSP00000478887	9606.ENSP00000382800	0	0	0	0	0.056	0.061	0.500	0.677	0.837
MYC	TFAP2A	9606.ENSP00000478887	9606.ENSP00000501092	0	0	0	0	0.084	0.292	0.500	0.832	0.938
NEDD4L	SCNN1G	9606.ENSP00000383199	9606.ENSP00000300061	0	0	0	0	0.056	0.742	0.900	0.915	0.997
NEDD4L	SFN	9606.ENSP00000383199	9606.ENSP00000340989	0	0	0	0	0	0.146	0.900	0.098	0.916
NEK2	TPX2	9606.ENSP00000355966	9606.ENSP00000300403	0	0	0	0	0.818	0	0	0.696	0.942
NEK2	UBE2C	9606.ENSP00000355966	9606.ENSP00000348838	0	0	0	0	0.653	0.093	0.500	0.571	0.923
NEK2	RRM2	9606.ENSP00000355966	9606.ENSP00000353770	0	0	0	0	0.521	0	0	0.447	0.724
NEK2	ZWINT	9606.ENSP00000355966	9606.ENSP00000363055	0	0	0	0	0.390	0	0	0.662	0.785
NEK2	TTK	9606.ENSP00000355966	9606.ENSP00000358813	0	0	0	0.597	0.800	0	0	0.258	0.845
NEK2	NUSAP1	9606.ENSP00000355966	9606.ENSP00000499238	0	0	0	0	0.838	0	0	0.435	0.905
NEK2	TOP2A	9606.ENSP00000355966	9606.ENSP00000411532	0	0	0	0	0.780	0	0	0.685	0.928
NFIB	SOX2	9606.ENSP00000370340	9606.ENSP00000323588	0	0	0	0	0.048	0.607	0	0.402	0.757
NKG7	PRF1	9606.ENSP00000221978	9606.ENSP00000398568	0	0	0	0	0.883	0	0	0.449	0.933
NOS1	XDH	9606.ENSP00000477999	9606.ENSP00000368727	0	0	0	0	0	0	0	0.923	0.923
NR4A1	NR4A2	9606.ENSP00000440864	9606.ENSP00000344479	0	0	0.062	0.942	0.638	0	0	0.410	0.782
NR4A1	NR4A3	9606.ENSP00000440864	9606.ENSP00000482027	0	0	0.083	0.905	0.790	0	0	0.127	0.817
NR4A2	SNCA	9606.ENSP00000344479	9606.ENSP00000500990	0	0	0	0	0	0	0	0.748	0.748
NR4A2	NR4A3	9606.ENSP00000344479	9606.ENSP00000482027	0	0	0.051	0.950	0.737	0	0	0.420	0.842
NUSAP1	PCLAF	9606.ENSP00000499238	9606.ENSP00000300035	0	0	0	0	0.801	0	0	0.588	0.914
NUSAP1	TPX2	9606.ENSP00000499238	9606.ENSP00000300403	0	0	0	0	0.852	0	0	0.768	0.964
NUSAP1	TYMS	9606.ENSP00000499238	9606.ENSP00000315644	0	0	0	0	0.780	0	0	0.586	0.905
NUSAP1	UBE2C	9606.ENSP00000499238	9606.ENSP00000348838	0	0	0	0	0.861	0	0	0.755	0.964
NUSAP1	RRM2	9606.ENSP00000499238	9606.ENSP00000353770	0	0	0	0	0.815	0	0	0.747	0.951
NUSAP1	TTK	9606.ENSP00000499238	9606.ENSP00000358813	0	0	0	0	0.856	0	0	0.507	0.926
NUSAP1	ZWINT	9606.ENSP00000499238	9606.ENSP00000363055	0	0	0	0	0.778	0	0	0.580	0.902
NUSAP1	TOP2A	9606.ENSP00000499238	9606.ENSP00000411532	0	0	0	0	0.999	0	0	0.795	0.999
NUSAP1	TK1	9606.ENSP00000499238	9606.ENSP00000468425	0	0	0	0	0.519	0	0	0.495	0.747
PCLAF	TPX2	9606.ENSP00000300035	9606.ENSP00000300403	0	0	0	0	0.512	0	0	0.457	0.724
PCLAF	UBE2T	9606.ENSP00000300035	9606.ENSP00000494957	0	0	0	0	0.688	0	0	0.340	0.785
PCLAF	TTK	9606.ENSP00000300035	9606.ENSP00000358813	0	0	0	0	0.743	0	0	0.291	0.810
PCLAF	TK1	9606.ENSP00000300035	9606.ENSP00000468425	0	0	0	0	0.677	0	0	0.465	0.820
PCLAF	UHRF1	9606.ENSP00000300035	9606.ENSP00000479617	0	0	0	0	0.569	0.488	0	0.392	0.854
PCLAF	TYMS	9606.ENSP00000300035	9606.ENSP00000315644	0	0	0	0	0.793	0	0	0.349	0.859
PCLAF	RRM2	9606.ENSP00000300035	9606.ENSP00000353770	0	0	0	0	0.814	0	0	0.519	0.907
PCLAF	ZWINT	9606.ENSP00000300035	9606.ENSP00000363055	0	0	0	0	0.785	0	0	0.615	0.913
PCLAF	TOP2A	9606.ENSP00000300035	9606.ENSP00000411532	0	0	0	0	0.832	0	0	0.545	0.920
PCLAF	UBE2C	9606.ENSP00000300035	9606.ENSP00000348838	0	0	0	0	0.783	0.292	0	0.629	0.938
PECAM1	VWF	9606.ENSP00000457421	9606.ENSP00000261405	0	0	0	0	0.324	0	0	0.884	0.918
PECAM1	SELE	9606.ENSP00000457421	9606.ENSP00000331736	0	0	0	0	0.098	0.091	0	0.954	0.959
PECAM1	TIE1	9606.ENSP00000457421	9606.ENSP00000361554	0	0	0	0	0.563	0.045	0	0.619	0.827
PECAM1	TEK	9606.ENSP00000457421	9606.ENSP00000369375	0	0	0	0	0.262	0.045	0	0.794	0.842
PIP5K1B	PLCB4	9606.ENSP00000265382	9606.ENSP00000367762	0	0	0	0	0.054	0	0.676	0.171	0.724
PIP5K1B	PTEN	9606.ENSP00000265382	9606.ENSP00000361021	0	0	0	0	0.063	0.069	0.900	0.163	0.917
PITX2	TFAP2A	9606.ENSP00000495061	9606.ENSP00000501092	0	0	0	0	0.072	0.067	0.500	0.391	0.701
PLA2G1B	PTGS2	9606.ENSP00000312286	9606.ENSP00000356438	0	0	0	0	0	0	0.650	0.312	0.748
PLA2G1B	PLA2G4A	9606.ENSP00000312286	9606.ENSP00000356436	0	0	0	0	0	0	0	0.814	0.814
PLA2G4A	PTGS2	9606.ENSP00000356436	9606.ENSP00000356438	0	0	0.363	0	0.214	0	0.650	0.812	0.962
PLCB4	PTEN	9606.ENSP00000367762	9606.ENSP00000361021	0	0	0	0	0.067	0	0.900	0.163	0.915
PLPP2	UGT8	9606.ENSP00000329697	9606.ENSP00000311648	0	0	0	0	0.075	0	0.900	0.301	0.929
PLPP2	SGPP2	9606.ENSP00000329697	9606.ENSP00000315137	0	0	0	0	0.049	0	0.900	0.657	0.964
PPBP	VWF	9606.ENSP00000296028	9606.ENSP00000261405	0	0	0	0	0.099	0	0	0.759	0.773
PRF1	STX11	9606.ENSP00000398568	9606.ENSP00000356540	0	0.001	0	0	0.138	0	0	0.807	0.826
PRKCI	RHOJ	9606.ENSP00000295797	9606.ENSP00000316729	0	0	0	0	0.074	0.797	0	0.133	0.823
PRKCI	PTEN	9606.ENSP00000295797	9606.ENSP00000361021	0	0	0	0	0	0.092	0.900	0.327	0.933
PSMB5	SOD1	9606.ENSP00000355325	9606.ENSP00000270142	0	0	0	0	0.183	0	0.650	0.125	0.728
PTEN	SOX2	9606.ENSP00000361021	9606.ENSP00000323588	0	0	0	0	0	0.045	0	0.741	0.743
PTGDS	PTGS2	9606.ENSP00000360687	9606.ENSP00000356438	0	0	0	0	0.044	0	0.900	0.479	0.945
PTGS2	XDH	9606.ENSP00000356438	9606.ENSP00000368727	0	0	0	0	0.043	0	0	0.704	0.704
PTPRB	TIE1	9606.ENSP00000334928	9606.ENSP00000361554	0	0	0	0	0.219	0.051	0	0.690	0.750
PTPRB	TEK	9606.ENSP00000334928	9606.ENSP00000369375	0	0	0	0	0.460	0.170	0	0.787	0.896
RAMP2	RAMP3	9606.ENSP00000253796	9606.ENSP00000242249	0	0	0	0.773	0.250	0	0.900	0.897	0.991
RAMP2	VIPR1	9606.ENSP00000253796	9606.ENSP00000327246	0	0	0	0	0.066	0	0	0.940	0.942
RAMP3	VIPR1	9606.ENSP00000242249	9606.ENSP00000327246	0	0	0	0	0.081	0	0	0.743	0.753
RARA	ZBTB16	9606.ENSP00000254066	9606.ENSP00000338157	0	0	0	0	0.049	0.311	0.900	0.960	0.997
RECK	SPARC	9606.ENSP00000367202	9606.ENSP00000231061	0	0	0	0	0.067	0	0	0.755	0.761
ROBO4	SLIT2	9606.ENSP00000304945	9606.ENSP00000422591	0	0	0	0	0.142	0.561	0	0.995	0.998
RRM2	TPX2	9606.ENSP00000353770	9606.ENSP00000300403	0	0	0	0	0.812	0	0	0.713	0.943
RRM2	TYMS	9606.ENSP00000353770	9606.ENSP00000315644	0	0	0	0	0.844	0	0	0.628	0.939
RRM2	UBE2C	9606.ENSP00000353770	9606.ENSP00000348838	0	0	0	0	0.730	0.068	0	0.749	0.931
RRM2	TTK	9606.ENSP00000353770	9606.ENSP00000358813	0	0	0	0	0.689	0	0	0.447	0.820
RRM2	UHRF1	9606.ENSP00000353770	9606.ENSP00000479617	0	0	0	0	0.785	0	0	0.329	0.850
RRM2	TK1	9606.ENSP00000353770	9606.ENSP00000468425	0	0	0	0	0.782	0	0	0.623	0.914
RRM2	ZWINT	9606.ENSP00000353770	9606.ENSP00000363055	0	0	0	0	0.900	0	0	0.446	0.942
RRM2	TOP2A	9606.ENSP00000353770	9606.ENSP00000411532	0	0.035	0	0	0.807	0	0	0.785	0.956
RUNX3	SPP1	9606.ENSP00000382800	9606.ENSP00000378517	0	0	0	0	0	0	0.750	0.337	0.827
S100A10	S100A3	9606.ENSP00000357801	9606.ENSP00000357702	0	0	0	0	0.108	0.355	0	0.584	0.740
S100A12	S100A8	9606.ENSP00000357726	9606.ENSP00000357721	0	0	0	0.846	0.988	0.046	0	0.591	0.995
S100A2	S100A3	9606.ENSP00000499289	9606.ENSP00000357702	0	0	0	0.903	0.248	0.591	0	0.305	0.767
SALL4	TBX3	9606.ENSP00000217086	9606.ENSP00000257566	0	0	0	0	0.076	0.060	0	0.819	0.829
SALL4	SOX2	9606.ENSP00000217086	9606.ENSP00000323588	0	0	0	0	0.145	0.141	0.800	0.901	0.983
SCEL	SULF1	9606.ENSP00000302579	9606.ENSP00000260128	0	0	0	0	0	0	0	0.752	0.752
SCGB1A1	SFTPD	9606.ENSP00000278282	9606.ENSP00000361366	0	0	0	0	0.443	0	0	0.720	0.837
SCGB1A1	SFTPC	9606.ENSP00000278282	9606.ENSP00000316152	0	0	0	0	0.671	0	0	0.855	0.950
SCGB1A1	SCGB3A2	9606.ENSP00000278282	9606.ENSP00000296694	0	0	0	0	0.661	0	0	0.860	0.950
SCGB3A2	SFTPC	9606.ENSP00000296694	9606.ENSP00000316152	0	0	0	0	0.584	0	0	0.655	0.850
SCN1A	SCN4B	9606.ENSP00000303540	9606.ENSP00000322460	0	0	0	0	0.086	0.926	0.540	0.892	0.996
SCN4B	SCNN1G	9606.ENSP00000322460	9606.ENSP00000300061	0	0	0	0	0.047	0	0.900	0.097	0.906
SCN4B	SCN7A	9606.ENSP00000322460	9606.ENSP00000496114	0	0	0	0	0.062	0	0.900	0.374	0.936
SCUBE3	TGFBR2	9606.ENSP00000274938	9606.ENSP00000351905	0	0	0	0	0.067	0.334	0	0.816	0.875
SELE	VWF	9606.ENSP00000331736	9606.ENSP00000261405	0	0	0	0	0.152	0	0	0.781	0.806
SELE	THBD	9606.ENSP00000331736	9606.ENSP00000366307	0	0	0	0	0.081	0.101	0	0.704	0.734
SERPIND1	THBD	9606.ENSP00000215727	9606.ENSP00000366307	0	0	0	0	0.042	0	0	0.846	0.846
SFN	TP63	9606.ENSP00000340989	9606.ENSP00000264731	0	0	0	0	0.080	0.292	0.500	0.231	0.716
SFN	SMTNL2	9606.ENSP00000340989	9606.ENSP00000373964	0	0	0	0	0	0.730	0	0.069	0.737
SFTPC	SFTPD	9606.ENSP00000316152	9606.ENSP00000361366	0	0	0	0	0.704	0	0.500	0.944	0.990
SGPP2	UGT8	9606.ENSP00000315137	9606.ENSP00000311648	0	0	0	0	0.076	0	0.900	0.349	0.934
SH3GL2	SH3GL3	9606.ENSP00000369981	9606.ENSP00000320092	0	0	0.056	0.967	0.138	0.847	0.500	0.069	0.931
SHOX2	TBX3	9606.ENSP00000374240	9606.ENSP00000257566	0	0	0	0	0.080	0.071	0	0.716	0.736
SNCA	SOD1	9606.ENSP00000500990	9606.ENSP00000270142	0	0	0	0	0.053	0.292	0	0.859	0.897
SOCS2	SOCS3	9606.ENSP00000481249	9606.ENSP00000330341	0	0	0	0.764	0.056	0.303	0.900	0.499	0.962
SOX2	TBX3	9606.ENSP00000323588	9606.ENSP00000257566	0	0	0	0	0	0.308	0	0.871	0.907
SOX2	TP63	9606.ENSP00000323588	9606.ENSP00000264731	0	0	0	0	0.072	0.166	0	0.918	0.930
SPARC	THBS2	9606.ENSP00000231061	9606.ENSP00000355751	0	0	0	0	0.267	0.070	0	0.643	0.735
SPARC	VWF	9606.ENSP00000231061	9606.ENSP00000261405	0	0	0	0	0.174	0	0	0.727	0.765
SPARC	SPP1	9606.ENSP00000231061	9606.ENSP00000378517	0	0	0	0	0.097	0	0	0.983	0.984
SPP1	VWF	9606.ENSP00000378517	9606.ENSP00000261405	0	0	0	0	0.086	0	0	0.798	0.807
SPP1	THBS2	9606.ENSP00000378517	9606.ENSP00000355751	0	0	0	0	0.149	0	0.400	0.507	0.726
SPRR1A	TGM1	9606.ENSP00000357751	9606.ENSP00000206765	0	0	0	0	0.146	0	0.500	0.448	0.743
SRD5A1	UGT2B4	9606.ENSP00000274192	9606.ENSP00000305221	0	0	0	0	0.055	0	0.650	0.287	0.743
ST6GALNAC1	ST6GALNAC5	9606.ENSP00000156626	9606.ENSP00000417583	0	0	0.260	0	0	0	0	0.626	0.712
TEK	VWF	9606.ENSP00000369375	9606.ENSP00000261405	0	0	0	0	0.237	0	0	0.695	0.757
TEK	TIE1	9606.ENSP00000369375	9606.ENSP00000361554	0	0	0.079	0.920	0.451	0.292	0	0.574	0.827
TGFBR2	TGFBR3	9606.ENSP00000351905	9606.ENSP00000212355	0	0	0	0	0.060	0.615	0	0.965	0.986
THBD	VWF	9606.ENSP00000366307	9606.ENSP00000261405	0	0	0	0	0.124	0.091	0	0.898	0.912
TK1	TPX2	9606.ENSP00000468425	9606.ENSP00000300403	0	0	0	0	0.532	0.070	0	0.560	0.792
TK1	TYMS	9606.ENSP00000468425	9606.ENSP00000315644	0.075	0	0	0	0.710	0	0.809	0.854	0.991
TK1	UBE2C	9606.ENSP00000468425	9606.ENSP00000348838	0	0	0	0	0.786	0	0	0.432	0.873
TK1	ZWINT	9606.ENSP00000468425	9606.ENSP00000363055	0	0	0	0	0.776	0	0	0.567	0.898
TK1	TOP2A	9606.ENSP00000468425	9606.ENSP00000411532	0	0	0	0	0.478	0	0	0.645	0.806
TK1	UBE2T	9606.ENSP00000468425	9606.ENSP00000494957	0	0	0	0	0.478	0	0	0.459	0.705
TOP2A	TPX2	9606.ENSP00000411532	9606.ENSP00000300403	0	0	0	0	0.854	0	0	0.623	0.942
TOP2A	TYMS	9606.ENSP00000411532	9606.ENSP00000315644	0.120	0	0	0	0.780	0	0	0.813	0.960
TOP2A	UBE2C	9606.ENSP00000411532	9606.ENSP00000348838	0	0	0	0	0.842	0.068	0	0.837	0.973
TOP2A	TTK	9606.ENSP00000411532	9606.ENSP00000358813	0	0	0	0	0.858	0	0	0.719	0.958
TOP2A	ZWINT	9606.ENSP00000411532	9606.ENSP00000363055	0	0	0	0	0.653	0	0	0.655	0.875
TOP2A	UHRF1	9606.ENSP00000411532	9606.ENSP00000479617	0	0	0	0	0.509	0.301	0	0.613	0.855
TPX2	UBE2T	9606.ENSP00000300403	9606.ENSP00000494957	0	0	0	0	0.559	0.042	0	0.562	0.799
TPX2	ZWINT	9606.ENSP00000300403	9606.ENSP00000363055	0	0	0	0	0.771	0	0	0.639	0.913
TPX2	TTK	9606.ENSP00000300403	9606.ENSP00000358813	0	0	0	0	0.848	0	0	0.592	0.935
TPX2	UBE2C	9606.ENSP00000300403	9606.ENSP00000348838	0	0	0	0	0.866	0.042	0	0.751	0.965
TTK	UBE2C	9606.ENSP00000358813	9606.ENSP00000348838	0	0	0	0	0.830	0	0	0.497	0.911
TTK	ZWINT	9606.ENSP00000358813	9606.ENSP00000363055	0	0	0	0	0.644	0	0	0.371	0.766
TYMS	ZWINT	9606.ENSP00000315644	9606.ENSP00000363055	0	0	0	0	0.765	0	0	0.370	0.845
TYMS	UBE2C	9606.ENSP00000315644	9606.ENSP00000348838	0	0	0	0	0.481	0.324	0	0.629	0.858
UBE2C	UBE2T	9606.ENSP00000348838	9606.ENSP00000494957	0	0	0	0.809	0.562	0.071	0.400	0.254	0.794
UBE2C	ZWINT	9606.ENSP00000348838	9606.ENSP00000363055	0	0	0	0	0.775	0	0	0.478	0.878
UBE2T	ZWINT	9606.ENSP00000494957	9606.ENSP00000363055	0	0	0	0	0.630	0	0	0.300	0.730
UBE2T	UHRF1	9606.ENSP00000494957	9606.ENSP00000479617	0	0	0	0	0.370	0	0	0.557	0.709
UHRF1	ZWINT	9606.ENSP00000479617	9606.ENSP00000363055	0	0	0	0	0.637	0	0	0.213	0.702
