ID	adj.P.Val	P.Value	t	B	logFC	ORF	Chr	Chr.Strand	Chr.From	Chr.To
4733_at	2.64e-01	1.66e-01	1.3873229	-6.2266	0.19991339	4733	22	+	30152605	30160115
9317_at	2.65e-01	1.67e-01	1.3868375	-6.22727	0.36504416	9317	10	+	16593517	16594975
388585_at	2.65e-01	1.67e-01	-1.3865578	-6.22765	-0.42717112	388585	1	-	2450454	2450064
728288_at	2.65e-01	1.67e-01	1.3862478	-6.22808	0.0632954	728288	15	+	36152080	36152405
917_at	2.65e-01	1.67e-01	1.3860924	-6.22829	0.09074145	917	11	+	117725815	117729131
2326_at	2.65e-01	1.67e-01	-1.3858368	-6.22864	-0.28795385	2326	1	+	169521175	169521676
4014_at	2.65e-01	1.67e-01	-1.3857047	-6.22882	-0.09750814	4014	1	+	151500821	151501141
56937_at	2.65e-01	1.67e-01	-1.3854102	-6.22923	-0.42864729	56937	20	-	55660798	55656937
140738_at	2.65e-01	1.67e-01	-1.3849193	-6.2299	-0.18728316	140738	2	+	119910966	119911277
65266_at	2.65e-01	1.67e-01	-1.3847233	-6.23017	-0.12902743	65266	17	+	38201191	38202504
957_at	2.65e-01	1.67e-01	1.3845756	-6.23037	0.14895257	957	14	-	73503431	73503004
84725_at	2.65e-01	1.67e-01	-1.3845751	-6.23037	-0.05649556	84725	7	+	30096311	30096799
9605_at	2.65e-01	1.67e-01	1.3845098	-6.23046	0.21523874	9605	16	-	88301455	88301112
2241_at	2.66e-01	1.67e-01	-1.3843833	-6.23064	-0.23899412	2241	5	+	108464074	108551178
126068_at	2.66e-01	1.67e-01	-1.3842257	-6.23085	-0.17914748	126068	19	+	11753711	11754221
3172_at	2.66e-01	1.67e-01	1.3840447	-6.2311	0.059981	3172	20	+	42481899	42493397
127294_at	2.66e-01	1.67e-01	1.3839136	-6.23128	0.08173746	127294	1	-	24261141	24255245
80201_at	2.66e-01	1.67e-01	-1.3838484	-6.23137	-0.12168025	80201	10	+	70680124	70697138
118471_at	2.66e-01	1.68e-01	1.3833662	-6.23203	0.09808179	118471	10	+	135014885	135015969
1509_at	2.66e-01	1.68e-01	-1.3833247	-6.23209	-0.40902928	1509	11	-	1731114	1730705
29841_at	2.66e-01	1.68e-01	1.3821051	-6.23376	0.21596935	29841	2	+	10053924	10059696
4435_at	2.66e-01	1.68e-01	-1.3820977	-6.23377	-0.60720409	4435	X	-	71438787	71438294
10744_at	2.66e-01	1.68e-01	-1.3818981	-6.23404	-0.05982489	10744	4	+	37638463	37638973
220_at	2.66e-01	1.68e-01	1.381876	-6.23408	0.75840333	220	15	+	99273756	99274289
2928_at	2.66e-01	1.68e-01	1.3818397	-6.23412	0.06021622	2928	22	-	17517238	17516504
85464_at	2.67e-01	1.68e-01	-1.3812202	-6.23497	-0.1328293	85464	17	-	25046622	24977113
2707_at	2.67e-01	1.68e-01	1.381148	-6.23507	0.08541766	2707	1	+	35024034	35024502
5699_at	2.67e-01	1.68e-01	-1.3811357	-6.23509	-0.32173508	5699	16	-	66527415	66525965
80031_at	2.67e-01	1.68e-01	1.3810505	-6.23521	0.41451668	80031	15	+	45844375	45853559
259282_at	2.67e-01	1.68e-01	1.3809908	-6.23529	0.25358124	259282	4	-	13215043	13179495
3267_at	2.67e-01	1.68e-01	-1.3808105	-6.23553	-0.17271398	3267	2	+	228045386	228129568
3757_at	2.67e-01	1.69e-01	-1.3801029	-6.2365	-0.28735114	3757	7	-	150277995	150273059
2318_at	2.67e-01	1.69e-01	-1.3799285	-6.23674	-0.45842563	2318	7	+	128286101	128286494
23389_at	2.67e-01	1.69e-01	-1.3798754	-6.23681	-0.26333915	23389	12	-	115018876	114880795
148741_at	2.67e-01	1.69e-01	1.3796465	-6.23713	0.60354538	148741	1	+	144278096	144279760
117177_at	2.68e-01	1.69e-01	-1.3787311	-6.23838	-0.62468491	117177	12	+	68481712	68503170
220992_at	2.68e-01	1.69e-01	-1.3786541	-6.23848	-0.21640996	220992	10	+	43433014	43433327
729830_at	2.68e-01	1.69e-01	1.3785328	-6.23865	0.06180112	729830	4	+	152790500	152803864
23139_at	2.68e-01	1.69e-01	1.3785319	-6.23865	0.16178226	23139	1	+	46270615	46274343
85006_at	2.68e-01	1.69e-01	-1.3785313	-6.23865	-0.21800913	85006	21	+	43982594	43983105
115361_at	2.68e-01	1.69e-01	-1.3783704	-6.23887	-0.15389846	115361	1	-	89424631	89423415
7629_at	2.68e-01	1.69e-01	-1.3782823	-6.23899	-0.14517612	7629	6	+	35371196	35371602
170680_at	2.68e-01	1.69e-01	-1.3781187	-6.23921	-0.08138534	170680	6	-	31213843	31213326
4350_at	2.68e-01	1.69e-01	-1.377988	-6.23939	-0.18908209	4350	16	+	73100	75780
316_at	2.68e-01	1.69e-01	-1.3779681	-6.23942	-0.36401665	316	2	+	201235889	201244363
85479_at	2.68e-01	1.69e-01	-1.3778037	-6.23964	-0.0887395	85479	8	+	67151479	67175088
54947_at	2.68e-01	1.69e-01	-1.3777399	-6.23973	-0.26190171	54947	16	+	54121327	54129015
5316_at	2.68e-01	1.70e-01	-1.377013	-6.24072	-0.13257886	5316	21	+	43318086	43326638
729059_at	2.68e-01	1.70e-01	1.3769398	-6.24082	0.05474383	729059	1	-	23213013	23209918
55650_at	2.69e-01	1.70e-01	1.3764843	-6.24145	0.2431559	55650	1	+	26996830	26997329
6504_at	2.69e-01	1.70e-01	-1.3764403	-6.24151	-0.05201395	6504	1	-	158873909	158846681
80775_at	2.69e-01	1.70e-01	1.3761145	-6.24195	0.24624224	80775	2	+	120155624	120156061
8681_at	2.69e-01	1.70e-01	1.3758169	-6.24236	0.23144031	8681	15	+	39926956	39927601
3439_at	2.69e-01	1.70e-01	1.3756398	-6.2426	0.0577957	3439	9	+	21431069	21431162
162466_at	2.69e-01	1.70e-01	1.37524	-6.24314	0.07777864	162466	17	-	44662952	44657265
8165_at	2.69e-01	1.70e-01	1.374963	-6.24352	0.26343917	8165	17	+	52542404	52553543
158046_at	2.69e-01	1.70e-01	-1.3748946	-6.24361	-0.06973625	158046	9	+	90379957	90380434
64005_at	2.69e-01	1.70e-01	-1.3748391	-6.24369	-0.1792753	64005	7	-	44970607	44969127
643449_at	2.69e-01	1.70e-01	1.3742054	-6.24455	0.04984141	643449	4	+	47160685	47167115
2811_at	2.70e-01	1.71e-01	1.3737188	-6.24522	0.09963972	2811	17	+	4778569	4778924
54922_at	2.70e-01	1.71e-01	1.3736116	-6.24536	0.0986635	54922	19	-	53934486	53915700
9401_at	2.70e-01	1.71e-01	-1.3734461	-6.24559	-0.19810141	9401	8	-	145708422	145707635
92960_at	2.70e-01	1.71e-01	1.3732831	-6.24581	0.12634684	92960	19	-	7448129	7447779
91862_at	2.70e-01	1.71e-01	-1.3732292	-6.24588	-0.16709799	91862	16	+	70217927	70226365
57047_at	2.70e-01	1.71e-01	-1.3728753	-6.24636	-0.06068198	57047	3	-	147654583	147633887
624_at	2.70e-01	1.71e-01	-1.3724929	-6.24688	-0.25034984	624	14	+	95779726	95780125
9934_at	2.70e-01	1.71e-01	1.3719247	-6.24766	0.39987902	9934	3	-	152413063	152412629
8065_at	2.70e-01	1.71e-01	1.3718496	-6.24776	0.16658541	8065	11	+	107471591	107483581
3568_at	2.70e-01	1.71e-01	-1.3714888	-6.24825	-0.03393075	3568	3	-	3114831	3086539
79731_at	2.71e-01	1.71e-01	-1.3712966	-6.24851	-0.25483066	79731	11	-	77825477	77825006
729710_at	2.71e-01	1.72e-01	1.3705517	-6.24952	0.07593298	729710	11	-	34522967	34511249
55248_at	2.71e-01	1.72e-01	1.3704035	-6.24972	0.30069232	55248	1	-	210604869	210603981
54543_at	2.71e-01	1.72e-01	-1.3703602	-6.24978	-0.18595486	54543	7	-	22828907	22819180
51253_at	2.71e-01	1.72e-01	-1.3703521	-6.24979	-0.23271994	51253	1	+	54450762	54454527
55316_at	2.71e-01	1.72e-01	-1.3699104	-6.25039	-0.21551943	55316	17	+	45917737	45918116
55972_at	2.71e-01	1.72e-01	1.3699103	-6.25039	0.1900718	55972	7	-	87314213	87303570
256356_at	2.71e-01	1.72e-01	-1.3697248	-6.25065	-0.14210291	256356	3	-	143367278	143359130
441212_at	2.71e-01	1.72e-01	-1.3691521	-6.25142	-0.07802317	441212	7	-	32927886	32927682
28673_at	2.72e-01	1.72e-01	1.3685935	-6.25218	0.05051166	28673	14	+	21426254	21426462
348825_at	2.72e-01	1.72e-01	-1.3685735	-6.25221	-0.10171269	348825	3	+	14082021	14082391
26074_at	2.72e-01	1.72e-01	-1.3685281	-6.25227	-0.10792927	26074	20	+	20125288	20191750
414899_at	2.72e-01	1.72e-01	-1.3684587	-6.25236	-0.15072512	414899	11	-	121491844	121491388
8518_at	2.72e-01	1.72e-01	1.3683441	-6.25252	0.16301626	8518	9	-	110676997	110669643
307_at	2.72e-01	1.72e-01	-1.3682723	-6.25262	-0.41159951	307	2	+	69896778	69907030
2542_at	2.72e-01	1.72e-01	-1.3677524	-6.25332	-0.17336981	2542	11	-	118402900	118400320
51592_at	2.72e-01	1.73e-01	1.367497	-6.25367	0.18923766	51592	1	-	114746911	114737027
201299_at	2.72e-01	1.73e-01	-1.3672378	-6.25402	-0.13685447	201299	17	-	31281266	31275744
8881_at	2.73e-01	1.73e-01	-1.3657	-6.2561	-0.18770981	8881	13	+	114046493	114056187
146325_at	2.73e-01	1.73e-01	1.3656334	-6.25619	0.11732346	146325	16	+	555197	555493
26502_at	2.73e-01	1.73e-01	-1.3655732	-6.25627	-0.21086704	26502	17	+	78036061	78039315
146057_at	2.73e-01	1.73e-01	1.3655686	-6.25628	0.06173491	146057	15	-	40863032	40856527
4604_at	2.73e-01	1.73e-01	1.3649356	-6.25714	0.91930641	4604	12	+	100596040	100603737
123169_at	2.73e-01	1.73e-01	-1.3645218	-6.2577	-0.24524102	123169	15	-	50031345	50017547
55643_at	2.73e-01	1.73e-01	1.3645136	-6.25771	0.28376068	55643	19	-	1937003	1936470
1594_at	2.73e-01	1.73e-01	-1.364489	-6.25774	-0.48260161	1594	12	-	56442948	56442487
1435_at	2.74e-01	1.74e-01	-1.3639464	-6.25848	-0.16901855	1435	1	+	110265993	110273104
92749_at	2.74e-01	1.74e-01	-1.3637247	-6.25877	-0.20006649	92749	2	+	26529863	26533041
4211_at	2.74e-01	1.74e-01	-1.3633963	-6.25922	-0.48805852	4211	2	+	66651938	66653024
213_at	2.74e-01	1.74e-01	-1.3632794	-6.25938	-0.05982493	213	4	+	74493268	74505940
57563_at	2.74e-01	1.74e-01	1.3630683	-6.25966	0.30590264	57563	4	-	88302647	88302120
728434_at	2.74e-01	1.74e-01	-1.3626589	-6.26022	-0.07532882	728434	20	+	10956415	10957956
8354_at	2.74e-01	1.74e-01	1.3619414	-6.26118	0.06351274	8354	6	-	27948054	27947637
80314_at	2.75e-01	1.74e-01	-1.3615408	-6.26173	-0.17925099	80314	10	-	32600803	32597967
26236_at	2.75e-01	1.75e-01	1.3611297	-6.26228	0.07437751	26236	6	-	168139308	168136392
1553_at	2.75e-01	1.75e-01	1.3608644	-6.26264	0.13321176	1553	19	+	46292784	46293883
285759_at	2.75e-01	1.75e-01	-1.3607686	-6.26277	-0.19978452	285759	6	+	114348900	114349386
54936_at	2.75e-01	1.75e-01	-1.3595383	-6.26443	-0.23463508	54936	1	+	36331621	36332021
80854_at	2.75e-01	1.75e-01	-1.3595033	-6.26447	-0.24618067	80854	4	-	140647135	140646763
5027_at	2.76e-01	1.75e-01	1.3592923	-6.26476	0.49913925	5027	12	+	120106503	120106973
7136_at	2.76e-01	1.75e-01	1.3588077	-6.26541	0.10958512	7136	11	+	1818376	1819391
58480_at	2.76e-01	1.75e-01	1.3587282	-6.26552	0.36348485	58480	1	+	226945758	226948925
5914_at	2.76e-01	1.75e-01	-1.3584053	-6.26595	-0.12167913	5914	17	+	35752612	35767144
51302_at	2.76e-01	1.76e-01	-1.3580522	-6.26643	-0.29111163	51302	6	-	46626045	46625563
5568_at	2.76e-01	1.76e-01	1.3577694	-6.26681	0.08101693	5568	9	-	70817839	70817300
59284_at	2.76e-01	1.76e-01	1.3575329	-6.26713	0.13471356	59284	19	+	59107930	59136626
26330_at	2.76e-01	1.76e-01	1.3574703	-6.26721	0.06427278	26330	19	+	40725723	40727850
8220_at	2.76e-01	1.76e-01	-1.3571029	-6.26771	-0.20747901	8220	22	-	17501924	17501463
283481_at	2.76e-01	1.76e-01	-1.3570807	-6.26774	-0.32387746	283481	13	+	101845220	101846010
1146_at	2.76e-01	1.76e-01	1.3569829	-6.26787	0.10886947	1146	2	+	233116583	233118498
143686_at	2.76e-01	1.76e-01	-1.3568102	-6.2681	-0.39877803	143686	11	-	94546084	94545798
90507_at	2.76e-01	1.76e-01	-1.3567921	-6.26812	-0.24493731	90507	17	-	43270785	43270089
3645_at	2.77e-01	1.76e-01	1.3564988	-6.26852	0.08536062	3645	1	-	155078591	155077384
653308_at	2.77e-01	1.76e-01	1.3562878	-6.2688	0.33910943	653308	10	+	52184728	52186852
1381_at	2.77e-01	1.76e-01	1.356185	-6.26894	0.46033114	1381	15	+	76420507	76427433
221_at	2.77e-01	1.76e-01	-1.3559922	-6.2692	-0.20794809	221	11	+	67552179	67553247
10326_at	2.77e-01	1.76e-01	-1.3556097	-6.26971	-0.08661365	10326	20	-	1493588	1491598
7879_at	2.77e-01	1.76e-01	-1.3555321	-6.26982	-0.19233813	7879	3	+	130015322	130016220
259239_at	2.77e-01	1.76e-01	-1.3552818	-6.27015	-0.05992808	259239	20	-	43729198	43710651
2116_at	2.77e-01	1.76e-01	-1.3550463	-6.27047	-0.11444254	2116	19	+	40827053	40827552
5444_at	2.77e-01	1.77e-01	-1.3544469	-6.27128	-0.07586811	5444	7	-	94769555	94765074
725_at	2.78e-01	1.77e-01	-1.3542194	-6.27158	-0.09602941	725	1	+	205331620	205338160
2918_at	2.78e-01	1.77e-01	1.3541618	-6.27166	0.13684365	2918	7	-	126670225	125866052
9940_at	2.78e-01	1.77e-01	-1.3540377	-6.27182	-0.16264307	9940	3	+	38138172	38139136
27121_at	2.78e-01	1.77e-01	-1.3538829	-6.27203	-0.06733567	27121	8	-	42352469	42350807
26083_at	2.78e-01	1.77e-01	1.3537207	-6.27225	0.09031781	26083	17	+	25911274	25914523
200315_at	2.78e-01	1.77e-01	-1.3526715	-6.27366	-0.23494467	200315	22	+	37688567	37689080
284340_at	2.78e-01	1.77e-01	1.3526583	-6.27368	0.08396173	284340	19	-	47629041	47624596
6597_at	2.78e-01	1.77e-01	-1.3526548	-6.27368	-0.22896028	6597	19	+	10961048	11033844
4359_at	2.79e-01	1.78e-01	-1.3518165	-6.2748	-0.10026601	4359	1	-	159541639	159541190
117144_at	2.79e-01	1.78e-01	-1.3517	-6.27496	-0.09832818	117144	11	-	65544865	65544390
4694_at	2.79e-01	1.78e-01	1.3515553	-6.27515	0.14657848	4694	X	+	118889835	118891357
253827_at	2.79e-01	1.78e-01	-1.3515514	-6.27516	-0.29098941	253827	12	+	63988667	64146845
9013_at	2.79e-01	1.78e-01	-1.3511059	-6.27576	-0.21672859	9013	16	-	82770254	82769020
284185_at	2.79e-01	1.78e-01	1.3510866	-6.27578	0.10930127	284185	17	-	76893675	76893359
23548_at	2.79e-01	1.78e-01	1.3509341	-6.27599	0.2709526	23548	5	-	40750849	40750394
23070_at	2.79e-01	1.78e-01	-1.3509172	-6.27601	-0.14993278	23070	6	+	37556786	37557205
6814_at	2.80e-01	1.78e-01	1.3494533	-6.27797	0.27602428	6814	1	+	109153129	109153550
386685_at	2.80e-01	1.78e-01	-1.3494241	-6.27801	-0.13513982	386685	21	+	44941884	44941981
23140_at	2.80e-01	1.78e-01	-1.3493651	-6.27809	-0.1398031	23140	17	-	3875112	3854564
3699_at	2.80e-01	1.78e-01	-1.3489628	-6.27862	-0.08442134	3699	3	+	52816903	52817718
55900_at	2.80e-01	1.79e-01	-1.3486942	-6.27898	-0.27507396	55900	19	+	39868611	39868882
57182_at	2.80e-01	1.79e-01	-1.3486499	-6.27904	-0.20806663	57182	4	-	125850882	125805044
56731_at	2.80e-01	1.79e-01	-1.3483556	-6.27944	-0.20120404	56731	20	+	61843173	61845674
6336_at	2.80e-01	1.79e-01	1.3483297	-6.27947	0.07541122	6336	3	-	38714369	38713852
80209_at	2.80e-01	1.79e-01	-1.3482545	-6.27957	-0.24625085	80209	13	-	38484274	38482389
84249_at	2.80e-01	1.79e-01	1.3481341	-6.27973	0.70613614	84249	5	+	139203654	139204086
1800_at	2.80e-01	1.79e-01	-1.3479441	-6.27999	-0.20725769	1800	16	+	88231571	88232273
6526_at	2.80e-01	1.79e-01	-1.3472542	-6.28091	-0.21975516	6526	21	+	34390981	34391467
200095_at	2.80e-01	1.79e-01	-1.3470615	-6.28117	-0.04892206	200095	1	+	223214564	223278804
59082_at	2.80e-01	1.79e-01	-1.3468849	-6.2814	-0.06838207	59082	11	-	104514931	104513980
10266_at	2.80e-01	1.79e-01	-1.3468788	-6.28141	-0.32419538	10266	17	+	38167977	38168370
8289_at	2.80e-01	1.79e-01	-1.3468332	-6.28147	-0.20634321	8289	1	+	26973458	26981132
56605_at	2.80e-01	1.79e-01	-1.3467189	-6.28162	-0.22097083	56605	1	-	234455037	234450779
126969_at	2.80e-01	1.79e-01	-1.3466652	-6.2817	-0.55408078	126969	1	+	95129345	95133040
337970_at	2.81e-01	1.79e-01	-1.3459534	-6.28265	-0.0526478	337970	21	-	30785970	30785729
11054_at	2.81e-01	1.79e-01	1.3458699	-6.28276	0.13105424	11054	20	+	60914144	60915747
51092_at	2.81e-01	1.80e-01	1.3455085	-6.28324	0.24554958	51092	11	+	116572955	116573324
80205_at	2.81e-01	1.80e-01	-1.3450518	-6.28385	-0.38606319	80205	16	+	51748155	51918248
6390_at	2.81e-01	1.80e-01	1.3449236	-6.28402	0.2042385	6390	1	-	17227698	17221761
149076_at	2.81e-01	1.80e-01	-1.3445542	-6.28451	-0.20717941	149076	1	+	33538432	33538882
25851_at	2.81e-01	1.80e-01	1.3443947	-6.28472	0.25553248	25851	7	-	97684318	97684128
115677_at	2.82e-01	1.80e-01	-1.3440657	-6.28516	-0.37302518	115677	2	+	169424292	169429739
7763_at	2.82e-01	1.80e-01	1.3440486	-6.28519	0.19223422	7763	9	-	74160789	74159367
55139_at	2.82e-01	1.80e-01	-1.34341	-6.28604	-0.2130384	55139	2	+	219808695	219809561
57829_at	2.82e-01	1.80e-01	-1.3433842	-6.28607	-0.07099713	57829	1	-	236115325	236112388
7442_at	2.82e-01	1.80e-01	1.3433421	-6.28613	0.2524446	7442	17	-	3415917	3415510
8940_at	2.82e-01	1.80e-01	-1.3430899	-6.28646	-0.14920549	8940	22	-	20644066	20641682
9659_at	2.82e-01	1.80e-01	1.3430832	-6.28647	0.32013478	9659	1	-	143663543	143562977
51626_at	2.82e-01	1.80e-01	1.3429293	-6.28668	0.20479839	51626	2	+	43875391	43890591
432_at	2.82e-01	1.80e-01	-1.3428544	-6.28678	-0.21868953	432	17	-	7018072	7017542
1962_at	2.82e-01	1.80e-01	-1.3428271	-6.28681	-0.28335441	1962	3	-	186391601	186391167
10388_at	2.82e-01	1.81e-01	-1.3424515	-6.28731	-0.29895196	10388	20	-	57873847	57872547
131831_at	2.82e-01	1.81e-01	-1.342079	-6.28781	-0.07227141	131831	3	-	151869821	151860430
9120_at	2.82e-01	1.81e-01	1.3418458	-6.28812	0.28931699	9120	17	-	63776758	63776421
51475_at	2.82e-01	1.81e-01	1.3416962	-6.28832	0.12740639	51475	11	-	67044128	67043174
113655_at	2.83e-01	1.81e-01	1.3414448	-6.28865	0.20590203	113655	8	+	145706607	145707050
63951_at	2.83e-01	1.81e-01	-1.3413932	-6.28872	-0.08449495	63951	9	+	22436900	22437088
142_at	2.83e-01	1.81e-01	-1.3410845	-6.28913	-0.18781899	142	1	-	224616318	224615450
23528_at	2.83e-01	1.81e-01	1.3409836	-6.28927	0.27127352	23528	1	-	198643019	198642108
221938_at	2.83e-01	1.81e-01	1.3409568	-6.2893	0.46235098	221938	7	-	4912458	4912171
81871_at	2.83e-01	1.81e-01	-1.3401538	-6.29037	-0.06599184	81871	17	-	36549626	36549243
10213_at	2.83e-01	1.81e-01	-1.3400986	-6.29044	-0.18176878	10213	2	+	161959870	161976109
9366_at	2.83e-01	1.81e-01	1.3398875	-6.29072	0.04936661	9366	5	+	104463225	104463644
51230_at	2.83e-01	1.81e-01	1.3396574	-6.29103	0.1729248	51230	20	+	33852834	34001358
65993_at	2.83e-01	1.81e-01	-1.3396402	-6.29105	-0.14128809	65993	16	-	1762453	1761927
51599_at	2.83e-01	1.82e-01	-1.3393512	-6.29143	-0.39379906	51599	19	+	40450091	40450606
57396_at	2.83e-01	1.82e-01	1.3393413	-6.29145	0.26369234	57396	5	-	177963508	177962274
5576_at	2.83e-01	1.82e-01	-1.3391355	-6.29172	-0.1199565	5576	3	-	48764707	48763736
2327_at	2.83e-01	1.82e-01	-1.3390914	-6.29178	-0.39671191	2327	1	+	169441345	169446950
84878_at	2.84e-01	1.82e-01	1.3388665	-6.29208	0.0988484	84878	19	-	63720603	63716735
153090_at	2.84e-01	1.82e-01	1.338861	-6.29209	0.19831875	153090	9	+	123583564	123587538
9242_at	2.84e-01	1.82e-01	1.3386262	-6.2924	0.13413219	9242	8	-	72916963	72916437
64426_at	2.84e-01	1.82e-01	1.3383939	-6.29271	0.2497556	64426	12	+	117339151	117339812
390874_at	2.84e-01	1.82e-01	-1.3382706	-6.29287	-0.09330425	390874	19	+	1726155	1726363
778_at	2.84e-01	1.82e-01	1.3381478	-6.29303	0.10434246	778	X	-	48949972	48948503
9772_at	2.84e-01	1.82e-01	1.3379363	-6.29331	0.2043155	9772	17	+	71007225	71007679
51619_at	2.84e-01	1.82e-01	-1.3379048	-6.29335	-0.1590189	51619	7	+	43959081	43959611
729940_at	2.84e-01	1.82e-01	1.337726	-6.29359	0.09993613	729940	2	+	233585786	233588756
147807_at	2.84e-01	1.82e-01	1.3377117	-6.29361	0.10696567	147807	19	+	60805905	60806217
27033_at	2.84e-01	1.82e-01	1.3376196	-6.29373	0.09115956	27033	19	+	40899009	40899726
283303_at	2.84e-01	1.82e-01	-1.3372413	-6.29423	-0.09612606	283303	11	+	3200341	3200600
220077_at	2.84e-01	1.82e-01	-1.3368503	-6.29475	-0.07162074	220077	11	-	71639481	71639317
646588_at	2.84e-01	1.82e-01	-1.3368104	-6.29481	-0.21264448	646588	7	-	25599880	25599542
220388_at	2.84e-01	1.82e-01	-1.3367054	-6.29494	-0.15304706	220388	11	-	85073116	85072592
115426_at	2.84e-01	1.82e-01	-1.3365994	-6.29509	-0.24807123	115426	9	+	6496535	6496890
11211_at	2.85e-01	1.83e-01	-1.3358983	-6.29601	-0.25281344	11211	12	+	129215716	129216179
4121_at	2.85e-01	1.83e-01	-1.3358307	-6.2961	-0.30696003	4121	6	-	119542565	119542056
135250_at	2.85e-01	1.83e-01	1.3344747	-6.2979	0.08228118	135250	6	-	150252740	150251376
563_at	2.86e-01	1.83e-01	-1.3338041	-6.29879	-0.91181321	563	7	-	99403734	99402349
116931_at	2.86e-01	1.83e-01	-1.3334347	-6.29927	-0.07758624	116931	3	+	152388861	152634432
197131_at	2.86e-01	1.84e-01	1.3328168	-6.30009	0.17755337	197131	15	-	41031781	41022422
92715_at	2.86e-01	1.84e-01	-1.3326867	-6.30026	-0.17370667	92715	9	-	139569742	139569258
7741_at	2.86e-01	1.84e-01	-1.3325156	-6.30049	-0.24740593	7741	6	+	28353378	28353882
122618_at	2.86e-01	1.84e-01	-1.3322209	-6.30088	-0.26041997	122618	14	+	104467400	104470321
285299_at	2.86e-01	1.84e-01	-1.3321636	-6.30095	-0.08176535	285299	3	+	75798491	75798937
29894_at	2.86e-01	1.84e-01	-1.3321436	-6.30098	-0.16558478	29894	8	-	145597138	145589361
645745_at	2.86e-01	1.84e-01	-1.3320484	-6.30111	-0.23671676	645745	1	-	235234185	235234056
126328_at	2.86e-01	1.84e-01	-1.331938	-6.30125	-0.15938054	126328	19	-	5854717	5845705
3552_at	2.86e-01	1.84e-01	-1.331821	-6.30141	-0.22630821	3552	2	-	113248812	113248111
51608_at	2.87e-01	1.84e-01	1.331462	-6.30188	0.15657795	51608	7	+	898529	902551
348378_at	2.87e-01	1.84e-01	1.3314404	-6.30191	0.07282325	348378	1	+	52907362	52907632
59352_at	2.87e-01	1.84e-01	-1.3303258	-6.30338	-0.50899509	59352	1	+	200554944	200555367
56889_at	2.87e-01	1.85e-01	-1.3302474	-6.30348	-0.15623458	56889	10	-	98271734	98270448
57585_at	2.87e-01	1.85e-01	-1.329857	-6.304	-0.23696388	57585	16	+	1667327	1667849
2979_at	2.87e-01	1.85e-01	1.3297808	-6.3041	0.11052003	2979	6	-	42261417	42259095
57643_at	2.87e-01	1.85e-01	-1.3297753	-6.30411	-0.39812341	57643	1	-	45255135	45254735
55103_at	2.87e-01	1.85e-01	-1.3295197	-6.30444	-0.20684369	55103	1	+	177114977	177152427
84231_at	2.87e-01	1.85e-01	-1.329507	-6.30446	-0.11939229	84231	16	+	2166131	2167982
83868_at	2.87e-01	1.85e-01	1.3294738	-6.3045	0.15690001	83868	Y	-	22161267	22156057
84217_at	2.87e-01	1.85e-01	1.3293292	-6.3047	0.28457181	84217	1	-	42669082	42668763
337867_at	2.87e-01	1.85e-01	-1.3292156	-6.30484	-0.17522683	337867	13	+	98836115	98836557
128486_at	2.87e-01	1.85e-01	1.3290647	-6.30504	0.10624962	128486	20	-	42369106	42368705
1356_at	2.88e-01	1.85e-01	-1.3285815	-6.30568	-0.7791486	1356	3	-	150410828	150376861
5073_at	2.88e-01	1.85e-01	-1.3285793	-6.30568	-0.16781613	5073	16	-	14437587	14437174
9786_at	2.88e-01	1.85e-01	-1.3285431	-6.30573	-0.17415782	9786	14	+	58045094	58084468
166863_at	2.88e-01	1.85e-01	-1.328462	-6.30584	-0.05225938	166863	4	+	155968542	155969353
23090_at	2.88e-01	1.85e-01	-1.3282977	-6.30605	-0.57894521	23090	16	-	48082579	48082079
8482_at	2.89e-01	1.86e-01	1.3265521	-6.30835	0.09934198	8482	15	-	72489849	72489458
3155_at	2.89e-01	1.86e-01	-1.3263971	-6.30856	-0.24940872	3155	1	-	24001535	24001016
9340_at	2.89e-01	1.86e-01	1.326355	-6.30861	0.05432466	9340	17	+	9714812	9733686
6094_at	2.89e-01	1.86e-01	-1.3260718	-6.30898	-0.22218935	6094	11	+	62138465	62139058
9049_at	2.89e-01	1.86e-01	1.3258908	-6.30922	0.22986626	9049	11	+	67007153	67015023
9311_at	2.89e-01	1.86e-01	1.3253982	-6.30987	0.2295723	9311	7	+	150379842	150380651
8780_at	2.89e-01	1.86e-01	-1.3253126	-6.30998	-0.18866055	8780	18	+	19310988	19316912
163131_at	2.89e-01	1.86e-01	-1.3251901	-6.31014	-0.05647556	163131	19	-	45232474	45232140
147808_at	2.89e-01	1.86e-01	-1.325011	-6.31038	-0.16405203	147808	19	-	60824445	60824073
138009_at	2.89e-01	1.86e-01	-1.3247747	-6.31069	-0.0742515	138009	8	-	88954120	88952391
23530_at	2.89e-01	1.86e-01	1.3245217	-6.31102	0.24092514	23530	5	+	43736036	43740988
